marker	LG	pos
compli_78205_9228074	L14	13.7935992483209
compli_81417_9607090	L14	13.7935992483209
compli_22859_2697246	L14	20.0724112655366
compli_36925_4357034	L14	20.0724112655366
compli_67189_7928186	L14	20.0724112655366
compli_11816_1394172	L14	20.0724112655366
compli_52060_6142964	L14	20.0724112655366
compli_39822_4698880	L14	30.9373800344021
compli_44108_5204628	L14	30.9373800344021
compli_88374_10428016	L14	30.9373800344021
26447_3120630	L14	39.639900138523
29399_3468966	L14	39.639900138523
14168_1671708	L14	44.830527926715
compli_41767_4928390	L14	44.830527926715
compli_102647_12112230	L14	44.830527926715
compli_1854_218656	L14	50.9275683800746
compli_6243_736558	L14	50.9275683800746
13419_1583326	L14	50.9275683800746
compli_32788_3868868	L14	50.9275683800746
compli_41267_4869390	L14	50.9275683800746
compli_47638_5621168	L14	50.9275683800746
58179_6865006	L14	50.9275683800746
compli_80859_9541246	L14	50.9275683800746
compli_81934_9668096	L14	50.9275683800746
compli_87085_10275914	L14	50.9275683800746
compli_88708_10467428	L14	50.9275683800746
compli_95012_11211300	L14	50.9275683800746
compli_98739_11651086	L14	50.9275683800746
98849_11664066	L14	50.9275683800746
compli_38048_4489548	L14	57.6319850056202
compli_96924_11436916	L14	57.6319850056202
compli_79920_9430444	L14	61.6070215265463
52955_6248574	L16	0
compli_3316_391172	L16	7.13616877076835
13539_1597486	L16	7.13616877076835
36706_4331192	L16	7.13616877076835
41991_4954822	L16	11.6040398770454
compli_18488_2181468	L16	15.29452335248
compli_27534_3248896	L16	18.7514522845085
compli_5799_684166	L16	26.001525183783
compli_13529_1596306	L16	26.001525183783
compli_19294_2276576	L16	26.001525183783
compli_21244_2506676	L16	26.001525183783
compli_42480_5012524	L16	26.001525183783
compli_83549_9858666	L16	26.001525183783
compli_13218_1559608	L16	26.001525183783
compli_52194_6158776	L16	30.1887379346742
28446_3356512	L16	34.0171206460053
compli_34170_4031944	L16	40.557440984134
compli_5425_640034	L16	40.557440984134
compli_37948_4477748	L16	40.557440984134
compli_108983_12859878	L16	40.557440984134
compli_14883_1756078	L16	53.9783653694476
compli_31668_3736708	L16	58.3536002368338
compli_49295_5816694	L16	63.3250377210327
compli_78234_9231496	L16	63.3250377210327
compli_38748_4572148	L16	63.3250377210327
58001_6844002	L16	63.3250377210327
compli_3416_402972	L16	72.0670325775764
13521_1595362	L16	72.0670325775764
compli_30825_3637234	L16	72.0670325775764
63230_7461024	L16	72.0670325775764
compli_95805_11304874	L16	72.0670325775764
compli_101379_11962606	L16	72.0670325775764
compli_2404_283556	L16	76.5784277680531
compli_17693_2087658	L16	88.3832208999207
compli_11568_1364908	L16	88.3832208999207
23646_2790112	L16	96.6482851030287
compli_7151_843702	L16	104.611947461013
compli_17967_2119990	L16	104.611947461013
compli_24403_2879438	L16	104.611947461013
compli_26088_3078268	L16	104.611947461013
compli_49906_5888792	L16	104.611947461013
compli_56976_6723052	L16	104.611947461013
compli_90276_10652452	L16	104.611947461013
compli_90504_10679356	L16	104.611947461013
compli_30382_3584960	L16	104.611947461013
compli_80374_9484016	L16	104.611947461013
compli_57980_6841524	L16	108.098434168211
compli_7653_902938	L16	114.137928145717
compli_17309_2042346	L16	117.073421496919
compli_24630_2906224	L16	117.073421496919
91817_10834290	L16	117.073421496919
92415_10904854	L16	117.073421496919
compli_96308_11364228	L16	117.073421496919
compli_98292_11598340	L16	117.073421496919
compli_6178_728888	L16	120.510077676014
compli_4523_533598	L16	127.76751013141
compli_16891_1993022	L16	127.76751013141
compli_34477_4068170	L16	135.144473858756
compli_8451_997102	L16	150.389805271754
7093_836858	L16	161.768206220538
compli_18751_2212502	L16	161.768206220538
93866_11076072	L16	161.768206220538
compli_35508_4189828	L16	176.845857251195
70225_8286434	L16	180.444172895002
28820_3400644	L16	184.412023130756
compli_90909_10727146	L16	188.682990711225
compli_91592_10807740	L20	0
42918_5064208	L20	7.66481173823266
compli_102783_12128278	L20	9.85568208047623
25238_2977968	L20	15.5618608957373
4441_523922	L20	15.5618608957373
101995_12035294	L20	23.5693429547728
compli_7229_852906	L20	28.7879782958957
compli_81395_9604494	L20	28.7879782958957
41640_4913404	L20	34.0865602180567
100904_11906556	L20	42.7341176846474
18148_2141348	L20	57.377428323968
35430_4180624	L20	57.377428323968
46855_5528774	L20	57.377428323968
55112_6503100	L20	57.377428323968
66027_7791070	L20	57.377428323968
compli_92691_10937422	L20	57.377428323968
101406_11965792	L20	57.377428323968
83333_9833178	L20	65.2490078667992
69548_8206548	L20	70.3188231588906
compli_86676_10227652	L20	75.6945920553833
65080_7679324	L20	82.512967423497
compli_2468_291108	L20	86.2699411461219
4064_479436	L20	86.2699411461219
6136_723932	L20	86.2699411461219
compli_6402_755320	L20	86.2699411461219
compli_11127_1312870	L20	86.2699411461219
compli_14991_1768822	L20	86.2699411461219
compli_15563_1836318	L20	86.2699411461219
compli_60677_7159770	L20	86.2699411461219
compli_74809_8827346	L20	86.2699411461219
88235_10411614	L20	86.2699411461219
91416_10786972	L20	86.2699411461219
compli_93082_10983560	L20	86.2699411461219
compli_43443_5126158	L20	91.8834184018214
67672_7985180	L20	91.8834184018214
40389_4765786	L20	95.4477820859261
compli_11343_1338358	L28	0
106663_12586118	L28	0
60288_7113868	L28	0
compli_48120_5678044	L28	2.09900816561474
compli_65039_7674486	L28	8.62746581041193
5563_656318	L28	15.7772989754112
8601_1014802	L28	15.7772989754112
91870_10840544	L28	15.7772989754112
compli_35745_4217794	L28	21.1656440832319
compli_20561_2426082	L28	25.4002543215841
69176_8162652	L28	32.6492034236115
compli_3499_412766	L28	36.4072331811269
compli_21440_2529804	L28	43.4953766136057
41358_4880128	L28	53.3127911866579
64889_7656786	L28	53.3127911866579
67685_7986714	L28	53.3127911866579
73523_8675598	L28	53.3127911866579
56665_6686354	L28	53.3127911866579
compli_78723_9289198	L28	53.3127911866579
compli_54819_6468526	L28	55.1075678470268
compli_58468_6899108	L28	56.381360386783
13299_1569166	L28	61.1896218119668
28974_3418816	L28	61.1896218119668
30966_3653872	L28	61.1896218119668
compli_34918_4120208	L28	61.1896218119668
66542_7851840	L28	61.1896218119668
67606_7977392	L28	61.1896218119668
35255_4159974	L32	0
42023_4958598	L32	0
15715_1854254	L32	6.25213998250759
compli_3556_419492	L32	19.7656022972063
89390_10547904	L32	19.7656022972063
33633_3968578	L32	30.7866504410493
compli_35287_4163750	L32	30.7866504410493
compli_37281_4399042	L32	30.7866504410493
compli_45261_5340682	L32	30.7866504410493
62861_7417482	L32	30.7866504410493
73266_8645272	L32	30.7866504410493
compli_83342_9834240	L32	30.7866504410493
87017_10267890	L32	30.7866504410493
compli_10936_1290332	L32	40.251270369143
108419_12793326	L32	46.8353769417297
64204_7575956	L32	46.8353769417297
compli_4404_519556	L32	57.5190072427412
compli_10395_1226494	L32	57.5190072427412
compli_14769_1742626	L32	57.5190072427412
compli_24187_2853950	L32	57.5190072427412
compli_31883_3762078	L32	57.5190072427412
89969_10616226	L32	57.5190072427412
compli_75168_8869708	L32	65.9463528351549
27867_3288190	L32	73.2493951792974
compli_82184_9697596	L32	73.2493951792974
compli_33793_3987458	L32	73.2493951792974
compli_57247_6755030	L32	73.2493951792974
72766_8586272	L32	73.2493951792974
compli_76599_9038566	L32	82.5109019510449
compli_82457_9729810	L32	82.5109019510449
compli_91322_10775880	L32	82.5109019510449
30895_3645494	L34	0
46562_5494200	L34	6.52486516055466
compli_90780_10711924	L34	13.3958358832279
compli_17315_2043054	L34	22.9573743968621
compli_6200_731484	L34	27.6410164343486
50604_5971156	L34	35.7313581735111
90832_10718060	L34	35.7313581735111
compli_13563_1600318	L34	43.6443288111863
16636_1962932	L34	49.3507071159422
25955_3062574	L34	49.3507071159422
40870_4822544	L34	49.3507071159422
compli_45565_5376554	L34	49.3507071159422
57380_6770724	L34	49.3507071159422
71255_8407974	L34	49.3507071159422
83394_9840376	L34	49.3507071159422
compli_91323_10775998	L34	49.3507071159422
92165_10875354	L34	49.3507071159422
95070_11218144	L34	49.3507071159422
compli_108763_12833918	L34	49.3507071159422
30791_3633222	L34	49.3507071159422
42436_5007332	L34	49.3507071159422
104437_12323450	L34	49.3507071159422
108070_12752144	L34	49.3507071159422
compli_18645_2199994	L34	58.9601817972809
compli_105697_12472130	L34	68.001159059828
compli_6540_771604	L34	74.1823229409008
compli_22876_2699252	L34	74.1823229409008
78226_9230552	L34	74.1823229409008
16433_1938978	L34	74.1823229409008
16693_1969658	L34	74.1823229409008
22976_2711052	L34	74.1823229409008
45121_5324162	L34	74.1823229409008
67702_7988720	L34	74.1823229409008
compli_77180_9107124	L34	74.1823229409008
compli_9991_1178822	L34	83.587809818872
compli_14953_1764338	L34	83.587809818872
compli_32525_3837834	L34	83.587809818872
compli_37689_4447186	L34	83.587809818872
compli_17181_2027242	L34	83.587809818872
compli_27792_3279340	L34	92.7779903019009
compli_29482_3478760	L34	104.642454971098
compli_13019_1536126	L34	104.642454971098
69889_8246786	L34	113.662211964089
6509_767946	L34	113.662211964089
70823_8356998	L34	113.662211964089
compli_5796_683812	L34	119.426754582422
compli_20588_2429268	L34	124.875494085844
21378_2522488	L34	124.875494085844
22409_2644146	L34	124.875494085844
30037_3544250	L34	124.875494085844
35422_4179680	L34	124.875494085844
compli_42303_4991638	L34	124.875494085844
compli_59806_7056992	L34	124.875494085844
89413_10550618	L34	124.875494085844
101278_11950688	L34	124.875494085844
compli_88710_10467664	L34	124.875494085844
compli_40157_4738410	L34	130.335997352287
compli_53011_6255182	L34	132.634511267384
compli_107138_12642168	L34	134.788745864304
compli_33853_3994538	L34	136.794620927345
compli_27827_3283470	L34	138.819261816083
compli_81890_9662904	L34	140.788237130009
88339_10423886	L34	142.614839783497
78935_9314214	L34	144.457526108434
compli_9153_1079938	L34	146.278864667538
compli_11419_1347326	L34	146.278864667538
compli_12367_1459190	L34	146.278864667538
12885_1520314	L34	146.278864667538
compli_13224_1560316	L34	146.278864667538
20899_2465966	L34	146.278864667538
compli_22480_2652524	L34	146.278864667538
compli_24769_2922626	L34	146.278864667538
compli_30204_3563956	L34	146.278864667538
compli_47222_5572080	L34	146.278864667538
54958_6484928	L34	146.278864667538
compli_74305_8767874	L34	146.278864667538
compli_78361_9246482	L34	146.278864667538
85552_10095020	L34	146.278864667538
compli_87629_10340106	L34	146.278864667538
101392_11964140	L34	146.278864667538
compli_101831_12015942	L34	146.278864667538
38335_4523414	L34	151.658889459559
65620_7743044	L34	151.658889459559
76615_9040454	L34	151.658889459559
compli_85768_10120508	L34	156.999419540242
compli_3767_444390	L34	163.42996354583
compli_5131_605342	L34	163.42996354583
20867_2462190	L34	163.42996354583
84484_9968996	L34	163.42996354583
compli_94949_11203866	L34	163.42996354583
compli_105806_12484992	L34	163.42996354583
compli_24570_2899144	L34	174.490934914628
compli_30612_3612100	L34	174.490934914628
compli_30649_3616466	L34	174.490934914628
53581_6322442	L34	174.490934914628
compli_79950_9433984	L34	181.18037594466
32281_3809042	L34	191.845582778828
44004_5192356	L34	191.845582778828
16099_1899566	L34	200.45030959987
20896_2465612	L34	200.45030959987
compli_25562_3016200	L34	200.45030959987
67497_7964530	L34	200.45030959987
compli_75481_8906642	L34	200.45030959987
81142_9574640	L34	200.45030959987
88136_10399932	L34	200.45030959987
compli_89112_10515100	L34	200.45030959987
compli_109366_12905072	L34	200.45030959987
10065_1187554	L34	200.45030959987
compli_12362_1458600	L34	206.140814574933
compli_34852_4112420	L34	214.965714399799
compli_56426_6658152	L34	214.965714399799
compli_10209_1204546	L34	219.559748800927
compli_30095_3551094	L34	231.889320753019
70566_8326672	L34	231.889320753019
62755_7404974	L34	231.889320753019
compli_59441_7013922	L34	231.889320753019
82230_9703024	L34	240.424828907632
95327_11248470	L34	260.951689696315
98318_11601408	L34	263.088399753348
39386_4647432	L34	270.584075478209
8282_977160	L38	0
compli_29563_3488318	L38	0
compli_35442_4182040	L38	0
42027_4959070	L38	0
58300_6879284	L38	0
compli_93217_10999490	L38	0
compli_106680_12588124	L38	0
84200_9935484	L38	3.25537930097947
compli_90434_10671096	L38	6.43654664424944
compli_12771_1506862	L38	13.9324058319352
compli_11769_1388626	L38	13.9324058319352
74606_8803392	L38	13.9324058319352
48485_5721114	L38	32.6747375519989
compli_18456_2177692	L38	46.381421836577
21842_2577240	L38	46.381421836577
87493_10324058	L38	51.5912674000565
38962_4597400	L38	56.7550059456511
compli_7527_888070	L38	69.4404853022046
compli_10668_1258708	L38	69.4404853022046
compli_12141_1432522	L38	78.2116765180654
compli_14249_1681266	L38	78.2116765180654
compli_32203_3799838	L38	78.2116765180654
compli_55197_6513130	L38	78.2116765180654
compli_77087_9096150	L38	78.2116765180654
98969_11678226	L38	78.2116765180654
compli_99685_11762714	L38	78.2116765180654
compli_7121_840162	L38	78.2116765180654
compli_7812_921700	L38	78.2116765180654
compli_18725_2209434	L38	78.2116765180654
compli_21103_2490038	L38	78.2116765180654
compli_27545_3250194	L38	78.2116765180654
compli_51028_6021188	L38	78.2116765180654
compli_67649_7982466	L38	78.2116765180654
72241_8524322	L38	78.2116765180654
compli_78576_9271852	L38	78.2116765180654
compli_106118_12521808	L38	78.2116765180654
compli_107891_12731022	L38	78.2116765180654
compli_3851_454302	L38	82.4970248864493
compli_26049_3073666	L38	86.8174712707192
54484_6428996	L38	91.8656516988522
62576_7383852	L38	98.5756857656693
38820_4580644	L38	104.290782142525
8790_1037104	L38	111.57333621249
compli_22699_2678366	L38	111.57333621249
25089_2960386	L38	111.57333621249
compli_39834_4700296	L38	111.57333621249
41861_4939482	L38	111.57333621249
compli_76070_8976144	L38	111.57333621249
compli_32914_3883736	L38	118.296074941608
compli_19511_2302182	L38	121.566383397856
23198_2737248	L38	121.566383397856
compli_79124_9336516	L38	126.615163133983
103563_12220318	L38	143.03282899873
compli_77391_9132022	L38	144.081245516229
compli_6007_708710	L38	146.718407103259
compli_6347_748830	L38	146.718407103259
compli_19285_2275514	L38	146.718407103259
compli_39742_4689440	L38	146.718407103259
compli_65983_7785878	L38	146.718407103259
compli_86176_10168652	L38	146.718407103259
87058_10272728	L38	146.718407103259
90178_10640888	L38	146.718407103259
compli_101053_11924138	L38	146.718407103259
compli_102302_12071520	L38	146.718407103259
compli_92752_10944620	L38	153.048763051693
compli_77196_9109012	L38	162.935020040366
compli_85831_10127942	L38	162.935020040366
compli_88780_10475924	L38	162.935020040366
compli_34983_4127878	L38	169.009110580361
compli_47450_5598984	L38	169.009110580361
61543_7261958	L38	169.009110580361
23657_2791410	L38	169.009110580361
compli_16496_1946412	L38	171.099692168837
55602_6560920	L38	173.338184603017
compli_85539_10093486	L38	179.432689809129
5736_676732	L38	189.754983919483
39898_4707848	L42	0
compli_30139_3556286	L42	2.03517703717214
compli_37346_4406712	L42	10.1853993258358
70037_8264250	L42	11.3187881085235
compli_3890_458904	L42	20.9785808993557
compli_58192_6866540	L42	23.5448030325834
compli_97815_11542054	L42	26.5411340224041
compli_9273_1094098	L42	29.5516846618776
compli_25944_3061276	L42	29.5516846618776
26151_3085702	L42	29.5516846618776
compli_28100_3315684	L42	29.5516846618776
compli_33364_3936836	L42	29.5516846618776
compli_35830_4227824	L42	29.5516846618776
compli_36278_4280688	L42	29.5516846618776
compli_37053_4372138	L42	29.5516846618776
compli_37802_4460520	L42	29.5516846618776
compli_38404_4531556	L42	29.5516846618776
compli_46198_5451248	L42	29.5516846618776
compli_49898_5887848	L42	29.5516846618776
compli_52975_6250934	L42	29.5516846618776
compli_54740_6459204	L42	29.5516846618776
compli_55943_6601158	L42	29.5516846618776
compli_59258_6992328	L42	29.5516846618776
compli_70289_8293986	L42	29.5516846618776
compli_71567_8444790	L42	29.5516846618776
compli_82953_9788338	L42	29.5516846618776
compli_86834_10246296	L42	29.5516846618776
compli_87691_10347422	L42	29.5516846618776
compli_89365_10544954	L42	29.5516846618776
compli_95321_11247762	L42	29.5516846618776
compli_101791_12011222	L42	29.5516846618776
compli_107578_12694088	L42	29.5516846618776
compli_26514_3128536	L42	29.5516846618776
compli_38573_4551498	L42	29.5516846618776
compli_42242_4984440	L42	29.5516846618776
compli_46864_5529836	L42	29.5516846618776
52949_6247866	L42	29.5516846618776
compli_106059_12514846	L42	29.5516846618776
20719_2444726	L46	0
compli_21417_2527090	L46	9.92108627969442
17162_2025000	L46	16.2142910768945
41856_4938892	L46	27.9232937747949
compli_48500_5722884	L46	34.4436596661334
compli_52152_6153820	L46	34.4436596661334
57525_6787834	L46	34.4436596661334
compli_84880_10015724	L46	34.4436596661334
compli_27331_3224942	L46	44.6777333768352
compli_11713_1382018	L46	51.2312163518314
compli_56574_6675616	L46	57.7756249095553
106346_12548712	L46	67.9618051700638
109344_12902476	L46	67.9618051700638
compli_6950_819984	L46	78.3113932463361
compli_77016_9087772	L46	88.4271522592786
11212_1322900	L46	99.0304436678228
compli_26571_3135262	L46	99.0304436678228
31800_3752284	L46	99.0304436678228
34222_4038080	L46	99.0304436678228
70991_8376822	L46	99.0304436678228
82429_9726506	L46	99.0304436678228
95394_11256376	L46	99.0304436678228
compli_101624_11991516	L46	99.0304436678228
compli_103108_12166628	L46	99.0304436678228
compli_12295_1450694	L46	109.725135556347
compli_4535_535014	L46	116.806320213985
compli_23886_2818432	L46	116.806320213985
compli_33912_4001500	L46	116.806320213985
48616_5736572	L46	116.806320213985
79587_9391150	L46	116.806320213985
compli_103853_12254538	L46	116.806320213985
104007_12272710	L46	116.806320213985
compli_77380_9130724	L50	0
compli_45372_5353780	L50	4.03967318950094
compli_83524_9855716	L50	12.1345960446504
compli_12003_1416238	L50	21.9804421037539
92476_10912052	L50	24.7875223819619
9573_1129498	L50	27.9847062427641
101891_12023022	L50	34.1202666092605
26726_3153552	L50	37.4735612858426
31692_3739540	L50	37.4735612858426
85751_10118502	L50	37.4735612858426
108000_12743884	L50	37.4735612858426
compli_107273_12658098	L50	41.0336853903556
compli_26376_3112252	L50	44.8505042633568
compli_24331_2870942	L50	46.1455580610017
compli_97751_11534502	L50	46.1455580610017
compli_89327_10540470	L50	51.4492628759275
compli_109348_12902948	L50	51.4492628759275
39795_4695694	L50	58.4760505608664
compli_4703_554838	L50	61.4167266297095
compli_10164_1199236	L50	61.4167266297095
29392_3468140	L50	61.4167266297095
compli_57749_6814266	L50	61.4167266297095
compli_65434_7721096	L50	61.4167266297095
compli_77921_9194562	L50	61.4167266297095
compli_82145_9692994	L50	61.4167266297095
88551_10448902	L50	61.4167266297095
93566_11040672	L50	61.4167266297095
compli_62797_7409930	L50	63.6135260129373
compli_17667_2084590	L50	75.0349482489388
compli_54002_6372120	L50	75.0349482489388
42339_4995886	L50	86.8858052136508
96717_11412490	L50	86.8858052136508
compli_84879_10015606	L50	90.0830229894245
compli_64859_7653246	L50	96.7874184214775
compli_25392_2996140	L52	0
55170_6509944	L52	0
56545_6672194	L52	0
compli_74910_8839264	L52	0
compli_76876_9071252	L52	0
compli_94475_11147934	L52	0
compli_95387_11255550	L52	0
compli_12193_1438658	L52	3.12626975931692
38823_4580998	L52	6.58131758892692
compli_19998_2359648	L52	19.9974386912968
compli_51896_6123612	L52	19.9974386912968
7127_840870	L52	25.3933114984226
15810_1865464	L52	25.3933114984226
25747_3038030	L52	25.3933114984226
compli_38567_4550790	L52	25.3933114984226
109565_12928554	L52	25.3933114984226
108184_12765596	L52	25.3933114984226
compli_30592_3609740	L52	27.7776579492854
74496_8790412	L52	37.7964806830916
compli_4860_573364	L52	47.2014351323211
compli_7074_834616	L52	47.2014351323211
13476_1590052	L52	47.2014351323211
20038_2364368	L52	47.2014351323211
compli_93416_11022972	L52	47.2014351323211
compli_14165_1671354	L52	52.0742397243908
6972_822580	L52	52.4573608365218
18327_2162470	L52	52.4573608365218
104576_12339852	L52	52.4573608365218
32186_3797832	L64	0
50858_6001128	L64	0
compli_71814_8473936	L64	0
compli_107250_12655384	L64	2.56416867879612
compli_65077_7678970	L64	8.29288722953503
compli_29754_3510856	L64	11.0819538879638
compli_21388_2523668	L64	14.7084658460092
compli_44929_5301506	L64	14.7084658460092
compli_12080_1425324	L64	14.7084658460092
compli_57835_6824414	L64	17.716682063444
compli_69734_8228496	L64	22.1466616126295
86608_10219628	L64	22.1466616126295
16351_1929302	L64	30.3379904891602
74328_8770588	L64	38.6569858727405
77708_9169428	L64	38.6569858727405
91277_10770570	L64	47.4943502061797
24649_2908466	L64	55.3600545299531
28924_3412916	L64	55.3600545299531
97819_11542526	L64	55.3600545299531
106377_12552370	L64	55.3600545299531
compli_27582_3254560	L64	64.2464022088254
compli_76537_9031250	L64	71.2227617753752
compli_7042_830840	L64	83.7388683827073
12987_1532350	L64	83.7388683827073
29104_3434156	L64	83.7388683827073
32639_3851286	L64	83.7388683827073
48873_5766898	L64	83.7388683827073
60737_7166850	L64	83.7388683827073
71561_8444082	L64	83.7388683827073
72337_8535650	L64	83.7388683827073
75334_8889296	L64	83.7388683827073
83646_9870112	L64	83.7388683827073
86835_10246414	L64	83.7388683827073
87057_10272610	L64	83.7388683827073
89137_10518050	L64	83.7388683827073
98159_11582646	L64	83.7388683827073
compli_10464_1234636	L64	92.7970470546198
compli_15634_1844696	L64	92.7970470546198
compli_24386_2877432	L64	92.7970470546198
compli_92684_10936596	L64	92.7970470546198
compli_75552_8915020	L64	98.1006142813521
